name,subsystem,reaction,formula
Porphobilinogen synthase,Cofactor and Prosthetic Group Biosynthesis,PPBNGS,2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c
Phosphoenolpyruvate carboxylase,Anaplerotic Reactions,PPC,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c
"Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA1E140pp,h2o_p + pe140_p --> 2agpe140_p + h_p + ttdca_p
"Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA1E141pp,h2o_p + pe141_p --> 2agpe141_p + h_p + ttdcea_p
"Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA1E160pp,h2o_p + pe160_p --> 2agpe160_p + h_p + hdca_p
"Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA1E161pp,h2o_p + pe161_p --> 2agpe161_p + h_p + hdcea_p
"Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA1E180pp,h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p
Phosphopantothenoylcysteine decarboxylase,Cofactor and Prosthetic Group Biosynthesis,PPCDC,4ppcys_c + h_c --> co2_c + pan4p_c
Phosphoenolpyruvate carboxykinase,Anaplerotic Reactions,PPCK,atp_c + oaa_c --> adp_c + co2_c + pep_c
Pyridoxal transport via diffusion (extracellular),"Transport, Outer Membrane Porin",PYDXtex,pydx_e <=> pydx_p
Propanoyl-CoA: succinate CoA-transferase,Alternate Carbon Metabolism,PPCSCT,ppcoa_c + succ_c --> ppa_c + succoa_c
"Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",Cofactor and Prosthetic Group Biosynthesis,PPGPPDP,h2o_c + ppgpp_c --> gdp_c + ppi_c
Polyphosphate kinase,Oxidative Phosphorylation,PPK2,atp_c + ppi_c <=> adp_c + pppi_c
Polyphosphate kinase,Oxidative Phosphorylation,PPK,atp_c + pi_c <=> adp_c + ppi_c
Phosphopentomutase,Alternate Carbon Metabolism,PPM,r1p_c <=> r5p_c
Phosphopentomutase 2 (deoxyribose),Alternate Carbon Metabolism,PPM2,2dr1p_c <=> 2dr5p_c
Phosphopantothenate-cysteine ligase,Cofactor and Prosthetic Group Biosynthesis,PPNCL2,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c
Prephenate dehydrogenase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PPND,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c
Prephenate dehydratase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PPNDH,h_c + pphn_c --> co2_c + h2o_c + phpyr_c
Protoporphyrinogen oxidase (aerobic),Cofactor and Prosthetic Group Biosynthesis,PPPGO,1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c
Protoporphyrinogen oxidase (anaerobic),Cofactor and Prosthetic Group Biosynthesis,PPPGO3,3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c
Phenylpropanoate Dioxygenase,Alternate Carbon Metabolism,PPPNDO,h_c + nadh_c + o2_c + pppn_c --> cechddd_c + nad_c
"3-phenylpropionate transport via proton symport, reversible (periplasm)","Transport, Inner Membrane",PPPNt2rpp,h_p + pppn_p <=> h_c + pppn_c
3-phenylpropionate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",PPPNtex,pppn_e <=> pppn_p
Phosphoenolpyruvate synthase,Glycolysis/Gluconeogenesis,PPS,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c
Phosphonate hydrogenase (periplasm),Unassigned,PPTHpp,h2o_p + ppt_p --> h2_p + pi_p
Phosphonate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",PPTtex,ppt_e <=> ppt_p
Phosphoribosylglycinamide synthase,Purine and Pyrimidine Biosynthesis,PRAGSr,atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c
Phosphoribosylaminoimidazole synthase,Purine and Pyrimidine Biosynthesis,PRAIS,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c
Phosphoribosylanthranilate isomerase (irreversible),"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PRAIi,pran_c --> 2cpr5p_c
Phosphoribosyl-AMP cyclohydrolase,Histidine Metabolism,PRAMPC,h2o_c + prbamp_c --> prfp_c
Phosphoribosylaminoimidazolesuccinocarboxamide synthase,Purine and Pyrimidine Biosynthesis,PRASCSi,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c
Phosphoribosyl-ATP pyrophosphatase,Histidine Metabolism,PRATPP,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c
Phosphoribosylformylglycinamidine synthase,Purine and Pyrimidine Biosynthesis,PRFGS,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c
1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,Histidine Metabolism,PRMICI,prfp_c <=> prlp_c
Proline dehydrogenase,Arginine and Proline Metabolism,PROD2,fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c
L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm),"Transport, Inner Membrane",PROGLYabcpp,atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c
L-Prolinylglycine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",PROGLYtex,progly_e <=> progly_p
Prolyl-tRNA synthetase,tRNA Charging,PROTRS,atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c
L-proline transport via ABC system (periplasm),"Transport, Inner Membrane",PROabcpp,atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c
L-proline reversible transport via proton symport (periplasm),"Transport, Inner Membrane",PROt2rpp,h_p + pro__L_p <=> h_c + pro__L_c
Na+/Proline-L symporter (periplasm),"Transport, Inner Membrane",PROt4pp,na1_p + pro__L_p --> na1_c + pro__L_c
L-proline transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",PROtex,pro__L_e <=> pro__L_p
Phosphoribosylpyrophosphate synthetase,Histidine Metabolism,PRPPS,atp_c + r5p_c <=> amp_c + h_c + prpp_c
Psicoselysine transport via proton symport (periplasm),"Transport, Inner Membrane",PSCLYSt2pp,h_p + psclys_p --> h_c + psclys_c
Psicoselysine transporter via diffusion (extracellular),"Transport, Outer Membrane Porin",PSCLYStex,psclys_e <=> psclys_p
3-phosphoshikimate 1-carboxyvinyltransferase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PSCVT,pep_c + skm5p_c <=> 3psme_c + pi_c
Phosphatidylserine decarboxylase (n-C12:0),Glycerophospholipid Metabolism,PSD120,h_c + ps120_c --> co2_c + pe120_c
Ribonucleoside-triphosphate reductase (UTP) (flavodoxin),Nucleotide Salvage Pathway,RNTR4c2,2.0 flxr_c + 2.0 h_c + utp_c --> dutp_c + 2.0 flxso_c + h2o_c
Ribulose 5-phosphate 3-epimerase,Pentose Phosphate Pathway,RPE,ru5p__D_c <=> xu5p__D_c
Ribose-5-phosphate isomerase,Pentose Phosphate Pathway,RPI,r5p_c <=> ru5p__D_c
Alpha-ribazole 5-phosphate phosphatase,Cofactor and Prosthetic Group Biosynthesis,RZ5PP,5prdmbz_c + h2o_c --> pi_c + rdmbzi_c
SUF [2Fe-2S] regeneration,Cofactor and Prosthetic Group Biosynthesis,S2FE2SR,2fe1s_c + atp_c + h2o_c + sufbcd_c + sufsesh_c --> adp_c + 5.0 h_c + pi_c + sufbcd_2fe2s_c + sufse_c
SUF [2Fe-2S] Synthesis,Cofactor and Prosthetic Group Biosynthesis,S2FE2SS,atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_c + 2.0 sufsesh_c --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd_2fe2s_c + 2.0 sufse_c
SUF [2Fe-2S] Synthesis II,Cofactor and Prosthetic Group Biosynthesis,S2FE2SS2,atp_c + fadh2_c + 2.0 fe2_c + h2o_c + sufbcd_2fe2s_c + 2.0 sufsesh_c --> adp_c + fad_c + 7.0 h_c + pi_c + sufbcd_2fe2s2_c + 2.0 sufse_c
Phosphatidylserine decarboxylase (n-C14:0),Glycerophospholipid Metabolism,PSD140,h_c + ps140_c --> co2_c + pe140_c
Phosphatidylserine decarboxylase (n-C14:1),Glycerophospholipid Metabolism,PSD141,h_c + ps141_c --> co2_c + pe141_c
SUF [2Fe-2S] Transfer,Cofactor and Prosthetic Group Biosynthesis,S2FE2ST,4.0 h_c + sufbcd_2fe2s_c --> 2fe2s_c + sufbcd_c
SUF [4Fe-4S] Reduction,Cofactor and Prosthetic Group Biosynthesis,S4FE4SR,fadh2_c + 2.0 h_c + sufbcd_2fe2s2_c --> fad_c + sufbcd_4fe4s_c
Pyridoxal import,"Transport, Inner Membrane",PYDXtpp,pydx_p --> pydx_c
SUF [4Fe-4S] Transfer,Cofactor and Prosthetic Group Biosynthesis,S4FE4ST,4.0 h_c + sufbcd_4fe4s_c --> 4fe4s_c + sufbcd_c
Sedoheptulose 7-phosphate isomerase,Lipopolysaccharide Biosynthesis / Recycling,S7PI,s7p_c --> gmhep7p_c
Succinylarginine dihydrolase,Arginine and Proline Metabolism,SADH,2.0 h2o_c + 2.0 h_c + sucarg_c --> co2_c + 2.0 nh4_c + sucorn_c
Phosphatidylserine decarboxylase (n-C16:0),Glycerophospholipid Metabolism,PSD160,h_c + ps160_c --> co2_c + pe160_c
Pyruvate kinase,Glycolysis/Gluconeogenesis,PYK,adp_c + h_c + pep_c --> atp_c + pyr_c
Phosphatidylserine decarboxylase (n-C16:1),Glycerophospholipid Metabolism,PSD161,h_c + ps161_c --> co2_c + pe161_c
Sulfate adenyltransferase,Cysteine Metabolism,SADT2,atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c
Pyrimidine-nucleoside phosphorylase (uracil),Nucleotide Salvage Pathway,PYNP2r,pi_c + uri_c <=> r1p_c + ura_c
Sarcosine oxidase,Glycine and Serine Metabolism,SARCOX,h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c
Sorbitol-6-phosphate dehydrogenase,Alternate Carbon Metabolism,SBTPD,nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c
D-sorbitol transport via PEP:Pyr PTS (periplasm),"Transport, Inner Membrane",SBTptspp,pep_c + sbt__D_p --> pyr_c + sbt6p_c
D-sorbitol transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",SBTtex,sbt__D_e <=> sbt__D_p
Phosphatidylserine decarboxylase (n-C18:0),Glycerophospholipid Metabolism,PSD180,h_c + ps180_c --> co2_c + pe180_c
Phosphatidylserine decarboxylase (n-C18:1),Glycerophospholipid Metabolism,PSD181,h_c + ps181_c --> co2_c + pe181_c
SUF Cysteine desulfuration,Cofactor and Prosthetic Group Biosynthesis,SCYSDS,cys__L_c + sufse_c --> ala__L_c + sufsesh_c
Pyrimidine oxygenase,Nucleotide Salvage Pathway,PYROX,h_c + nadh_c + o2_c + ura_c --> nad_c + uracp_c
Succinyl-diaminopimelate desuccinylase,Threonine and Lysine Metabolism,SDPDS,h2o_c + sl26da_c --> 26dap_LL_c + succ_c
Succinyldiaminopimelate transaminase,Threonine and Lysine Metabolism,SDPTA,akg_c + sl26da_c <=> glu__L_c + sl2a6o_c
Selenocysteine synthase,tRNA Charging,SELCYSS,selnp_c + sertrna_sec_c --> h_c + pi_c + sectrna_c
Selenate glutathione reductase,Inorganic Ion Transport and Metabolism,SELGTHR,4.0 gthrd_c + 2.0 h_c + slnt_c --> dgslnt_c + gthox_c + 3.0 h2o_c
Selenate glutathione reductase II,Inorganic Ion Transport and Metabolism,SELGTHR2,dgslnt_c + h_c + nadph_c --> gslnt_c + gthrd_c + nadp_c
Selenate glutathione reductase III,Inorganic Ion Transport and Metabolism,SELGTHR3,gslnt_c + nadph_c --> gthrd_c + nadp_c + seln_c
Phosphoserine transaminase,Glycine and Serine Metabolism,PSERT,3php_c + glu__L_c --> akg_c + pser__L_c
Phospho-L-serine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",PSERtex,pser__L_e <=> pser__L_p
Phosphoserine phosphatase (L-serine),Glycine and Serine Metabolism,PSP_L,h2o_c + pser__L_c --> pi_c + ser__L_c
Phospho-L-serine phosphatase (periplasmic),Glycine and Serine Metabolism,PSP_Lpp,h2o_p + pser__L_p --> pi_p + ser__L_p
Phosphatidylserine syntase (n-C12:0),Glycerophospholipid Metabolism,PSSA120,cdpdddecg_c + ser__L_c --> cmp_c + h_c + ps120_c
Selenophosphate synthase,Unassigned,SELNPS,atp_c + h2o_c + seln_c --> amp_c + pi_c + selnp_c
Pyruvate reversible transport via proton symport (periplasm),"Transport, Inner Membrane",PYRt2rpp,h_p + pyr_p <=> h_c + pyr_c
Selenate reductase,Inorganic Ion Transport and Metabolism,SELR,mql8_c + sel_c --> h2o_c + mqn8_c + slnt_c
Selenate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",SELtex,sel_e <=> sel_p
Selenate transport via proton symport (periplasm),Inorganic Ion Transport and Metabolism,SELtpp,2.0 h_p + sel_p --> 2.0 h_c + sel_c
Phosphatidylserine syntase (n-C14:0),Glycerophospholipid Metabolism,PSSA140,cdpdtdecg_c + ser__L_c --> cmp_c + h_c + ps140_c
Phosphatidylserine syntase (n-C14:1),Glycerophospholipid Metabolism,PSSA141,cdpdtdec7eg_c + ser__L_c --> cmp_c + h_c + ps141_c
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,Cofactor and Prosthetic Group Biosynthesis,SEPHCHCS,akg_c + h_c + ichor_c --> 2sephchc_c + co2_c
Phosphatidylserine syntase (n-C16:0),Glycerophospholipid Metabolism,PSSA160,cdpdhdecg_c + ser__L_c --> cmp_c + h_c + ps160_c
(L-seryl)adenylate synthase,Cofactor and Prosthetic Group Biosynthesis,SERASr,atp_c + h_c + ser__L_c <=> ppi_c + seramp_c
Pyruvate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",PYRtex,pyr_e <=> pyr_p
Serine O-acetyltransferase,Cysteine Metabolism,SERAT,accoa_c + ser__L_c <=> acser_c + coa_c
Phosphatidylserine syntase (n-C16:1),Glycerophospholipid Metabolism,PSSA161,cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c
Phosphatidylserine syntase (n-C18:0),Glycerophospholipid Metabolism,PSSA180,cdpdodecg_c + ser__L_c --> cmp_c + h_c + ps180_c
Phosphatidylserine syntase (n-C18:1),Glycerophospholipid Metabolism,PSSA181,cdpdodec11eg_c + ser__L_c --> cmp_c + h_c + ps181_c
Phosphate acetyltransferase,Alternate Carbon Metabolism,PTA2,pi_c + ppcoa_c --> coa_c + ppap_c
Phosphotransacetylase,Pyruvate Metabolism,PTAr,accoa_c + pi_c <=> actp_c + coa_c
D-serine deaminase,Glycine and Serine Metabolism,SERD_D,ser__D_c --> nh4_c + pyr_c
L-serine deaminase,Glycine and Serine Metabolism,SERD_L,ser__L_c --> nh4_c + pyr_c
Phospho-L-threonine phosphatase (periplasmic),Threonine and Lysine Metabolism,PTHRpp,h2o_p + thrp_p --> pi_p + thr__L_p
Pantetheine-phosphate adenylyltransferase,Cofactor and Prosthetic Group Biosynthesis,PTPATi,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c
Seryl-tRNA synthetase,tRNA Charging,SERTRS,atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c
Putrescine/ornithine antiporter (periplasm),"Transport, Inner Membrane",PTRCORNt7pp,orn_c + ptrc_p <=> orn_p + ptrc_c
Quinol monooxygenase (Ubiquinol-8),Oxidative Phosphorylation,QMO2,2.0 o2_c + q8h2_c --> 2.0 h_c + 2.0 o2s_c + q8_c
Putrescine Transaminase,Arginine and Proline Metabolism,PTRCTA,akg_c + ptrc_c --> 4abutn_c + glu__L_c
Seryl-tRNA synthetase (selenocystein),tRNA Charging,SERTRS2,atp_c + ser__L_c + trnasecys_c --> amp_c + ppi_c + sertrna_sec_c
L-serine reversible transport via proton symport (periplasm),"Transport, Inner Membrane",SERt2rpp,h_p + ser__L_p <=> h_c + ser__L_c
L-serine via sodium symport (periplasm),"Transport, Inner Membrane",SERt4pp,na1_p + ser__L_p --> na1_c + ser__L_c
L-serine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",SERtex,ser__L_e <=> ser__L_p
S-Formylglutathione hydralase,Cofactor and Prosthetic Group Biosynthesis,SFGTHi,Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c
Succinylglutamate desuccinylase,Arginine and Proline Metabolism,SGDS,h2o_c + sucglu_c --> glu__L_c + succ_c
Succinylglutamic semialdehyde dehydrogenase,Arginine and Proline Metabolism,SGSAD,h2o_c + nad_c + sucgsa_c --> 2.0 h_c + nadh_c + sucglu_c
Putrescine transport via ABC system (periplasm),"Transport, Inner Membrane",PTRCabcpp,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c
Putrescine transport in via proton symport,"Transport, Inner Membrane",PTRCt2pp,h_p + ptrc_p --> h_c + ptrc_c
Putrescine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",PTRCtex,ptrc_e <=> ptrc_p
"2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase",Cofactor and Prosthetic Group Biosynthesis,SHCHCS3,2sephchc_c --> 2shchc_c + pyr_c
Quinol monooxygenase (menaquinol 8),Oxidative Phosphorylation,QMO3,mql8_c + 2.0 o2_c --> 2.0 h_c + mqn8_c + 2.0 o2s_c
Sirohydrochlorin dehydrogenase (NAD),Cofactor and Prosthetic Group Biosynthesis,SHCHD2,dscl_c + nad_c --> h_c + nadh_c + scl_c
Sirohydrochlorin ferrochelatase,Cofactor and Prosthetic Group Biosynthesis,SHCHF,fe2_c + scl_c --> 3.0 h_c + sheme_c
Purine-nucleoside phosphorylase (Adenosine),Nucleotide Salvage Pathway,PUNP1,adn_c + pi_c <=> ade_c + r1p_c
Purine-nucleoside phosphorylase (Deoxyadenosine),Nucleotide Salvage Pathway,PUNP2,dad_2_c + pi_c <=> 2dr1p_c + ade_c
Shikimate dehydrogenase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",SHK3Dr,3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c
Quinate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",QUIN2tex,quin_e <=> quin_p
Shikimate kinase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",SHKK,atp_c + skm_c --> adp_c + h_c + skm5p_c
O-succinylhomoserine lyase (L-cysteine),Methionine Metabolism,SHSL1,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c
Shikimate transport in via proton symport (periplasm),"Transport, Inner Membrane",SKMt2pp,h_p + skm_p --> h_c + skm_c
Shikimate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",SKMtex,skm_e <=> skm_p
Selenite transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",SLNTtex,slnt_e <=> slnt_p
Purine-nucleoside phosphorylase (Guanosine),Nucleotide Salvage Pathway,PUNP3,gsn_c + pi_c <=> gua_c + r1p_c
Purine-nucleoside phosphorylase (Deoxyguanosine),Nucleotide Salvage Pathway,PUNP4,dgsn_c + pi_c <=> 2dr1p_c + gua_c
Purine-nucleoside phosphorylase (Inosine),Nucleotide Salvage Pathway,PUNP5,ins_c + pi_c <=> hxan_c + r1p_c
Purine-nucleoside phosphorylase (Deoxyinosine),Nucleotide Salvage Pathway,PUNP6,din_c + pi_c <=> 2dr1p_c + hxan_c
Quinate transport (periplasm),"Transport, Inner Membrane",QUIN2tpp,quin_p <=> quin_c
Purine-nucleoside phosphorylase (Xanthosine),Nucleotide Salvage Pathway,PUNP7,pi_c + xtsn_c <=> r1p_c + xan_c
Pyridoxamine 5'-phosphate oxidase,Cofactor and Prosthetic Group Biosynthesis,PYAM5PO,h2o_c + o2_c + pyam5p_c --> h2o2_c + nh4_c + pydx5p_c
Selenite transport via proton symport (periplasm),Inorganic Ion Transport and Metabolism,SLNTtpp,h_p + slnt_p --> h_c + slnt_c
SO2 transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",SO2tex,so2_e <=> so2_p
SO2 transport via diffusion (periplasm),Inorganic Ion Transport and Metabolism,SO2tpp,so2_p <=> so2_c
Sulfite transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",SO3tex,so3_e <=> so3_p
Sulfate transport in via proton symport (periplasm to cytoplasm),Inorganic Ion Transport and Metabolism,SO4t2pp,h_p + so4_p --> h_c + so4_c
Sulfate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",SO4tex,so4_e <=> so4_p
Pyridoxamine kinase,Cofactor and Prosthetic Group Biosynthesis,PYDAMK,atp_c + pydam_c --> adp_c + h_c + pyam5p_c
Pyridoxamine transport via diffusion (extracellular),"Transport, Outer Membrane Porin",PYDAMtex,pydam_e <=> pydam_p
Pyridoxamine import,"Transport, Inner Membrane",PYDAMtpp,pydam_p --> pydam_c
Pyridoxal kinase,Cofactor and Prosthetic Group Biosynthesis,PYDXK,atp_c + pydx_c --> adp_c + h_c + pydx5p_c
Pyridoxine kinase,Cofactor and Prosthetic Group Biosynthesis,PYDXNK,atp_c + pydxn_c --> adp_c + h_c + pdx5p_c
Quinate dehydrogenase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",QUINDH,nad_c + quin_c <=> 3dhq_c + 2.0 h_c + nadh_c
Pyridoxine transport via diffusion (extracellular),"Transport, Outer Membrane Porin",PYDXNtex,pydxn_e <=> pydxn_p
Pyridoxine import,"Transport, Inner Membrane",PYDXNtpp,pydxn_p --> pydxn_c
Succinylornithine transaminase,Arginine and Proline Metabolism,SOTA,akg_c + sucorn_c --> glu__L_c + sucgsa_c
Spermidine acetyltransferase,Arginine and Proline Metabolism,SPMDAT1,accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c
Spermidine acetyltransferase (N8),Arginine and Proline Metabolism,SPMDAT2,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c
Quinolinate synthase,Cofactor and Prosthetic Group Biosynthesis,QULNS,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c
Spermidine transport via ABC system (periplasm),"Transport, Inner Membrane",SPMDabcpp,atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c
Pyridoxal 5-phosphate phosphatase,Cofactor and Prosthetic Group Biosynthesis,PYDXPP,h2o_c + pydx5p_c --> pi_c + pydx_c
"Ribose-1,5-bisphosphokinase",Alternate Carbon Metabolism,R15BPK,atp_c + r15bp_c --> adp_c + prpp_c
Spermidine transport out via proton antiport (periplasm),"Transport, Inner Membrane",SPMDt3pp,h_p + spmd_c --> h_c + spmd_p
Spermidine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",SPMDtex,spmd_e <=> spmd_p
Ribose 1-phosphokinase,Alternate Carbon Metabolism,R1PK,atp_c + r1p_c --> adp_c + h_c + r15bp_c
Spermidine synthase,Arginine and Proline Metabolism,SPMS,ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c
Superoxide dismutase,Unassigned,SPODM,2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c
Thiamine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",THMtex,thm_e <=> thm_p
L-allo-Threonine Aldolase,Threonine and Lysine Metabolism,THRA2,athr__L_c --> acald_c + gly_c
Threonine aldolase,Threonine and Lysine Metabolism,THRA,thr__L_c --> acald_c + gly_c
Superoxide dismutase,Unassigned,SPODMpp,2.0 h_p + 2.0 o2s_p --> h2o2_p + o2_p
Succinate-semialdehyde dehydrogenase (NAD),Arginine and Proline Metabolism,SSALx,h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c
L-threonine dehydrogenase,Glycine and Serine Metabolism,THRD,nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c
Ribose 5-phosphate phosphatase,Alternate Carbon Metabolism,R5PP,h2o_c + r5p_c --> pi_c + rib__D_c
L-threonine deaminase,"Valine, Leucine, and Isoleucine Metabolism",THRD_L,thr__L_c --> 2obut_c + nh4_c
Phospho-L-threonine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",THRPtex,thrp_e <=> thrp_p
Threonine synthase,Threonine and Lysine Metabolism,THRS,h2o_c + phom_c --> pi_c + thr__L_c
Threonyl-tRNA synthetase,tRNA Charging,THRTRS,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c
L-threonine transport via ABC system (periplasm),"Transport, Inner Membrane",THRabcpp,atp_c + h2o_c + thr__L_p --> adp_c + h_c + pi_c + thr__L_c
L-threonine efflux transport via proton antiport (periplasm),"Transport, Inner Membrane",THRt2pp,h_p + thr__L_c --> h_c + thr__L_p
Succinate-semialdehyde dehydrogenase (NADP),Arginine and Proline Metabolism,SSALy,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c
Succinate:aspartate antiporter (periplasm),"Transport, Inner Membrane",SUCASPtpp,asp__L_p + succ_c --> asp__L_c + succ_p
